ts,type,code,avgScore,minScore,scores,region,error,expected
2025-09-28T19:08:53.336Z,capture,77:77:77,0.6,0.5333333333333333,0.5333333333333333|0.5333333333333333|0.7333333333333333|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:08:54.070Z,capture,77:77:77,0.6083333333333333,0.5333333333333333,0.5333333333333333|0.5333333333333333|0.8|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:08:54.796Z,capture,17:77:77,0.6083333333333333,0.5333333333333333,0.6|0.5333333333333333|0.6666666666666666|0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:08:55.530Z,capture,77:77:77,0.6166666666666667,0.5333333333333333,0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:08:56.266Z,capture,77:77:77,0.6,0.5333333333333333,0.5333333333333333|0.5333333333333333|0.7333333333333333|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:08:56.992Z,capture,71:77:77,0.625,0.5333333333333333,0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:08:57.707Z,capture,11:77:77,0.6166666666666667,0.5333333333333333,0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:08:58.425Z,capture,81:17:77,0.6666666666666666,0.5333333333333333,0.8666666666666667|0.6|0.8|0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:08:59.148Z,capture,77:37:77,0.6833333333333333,0.5333333333333333,0.7333333333333333|0.7333333333333333|0.6666666666666666|0.8666666666666667|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:08:59.878Z,capture,80:27:77,0.6666666666666666,0.5333333333333333,0.8|0.8|0.6666666666666666|0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:00.608Z,capture,87:27:77,0.6749999999999999,0.5333333333333333,0.8666666666666667|0.7333333333333333|0.6666666666666666|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:01.334Z,capture,87:27:77,0.6916666666666667,0.5333333333333333,0.8666666666666667|0.7333333333333333|0.6666666666666666|0.8|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:02.048Z,capture,87:37:77,0.6916666666666667,0.5333333333333333,0.8666666666666667|0.6666666666666666|0.6666666666666666|0.8666666666666667|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:02.770Z,capture,87:37:77,0.6916666666666667,0.5333333333333333,0.8666666666666667|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:03.485Z,capture,17:37:77,0.7083333333333333,0.5333333333333333,0.7333333333333333|0.8666666666666667|0.6666666666666666|0.9333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:04.214Z,capture,17:37:77,0.675,0.5333333333333333,0.7333333333333333|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:04.930Z,capture,67:37:77,0.6916666666666667,0.5333333333333333,0.8|0.8|0.6|0.8666666666666667|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:05.652Z,capture,87:37:77,0.6916666666666667,0.5333333333333333,0.8666666666666667|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:06.376Z,capture,87:37:77,0.6833333333333333,0.5333333333333333,0.8666666666666667|0.6|0.8|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:07.105Z,capture,17:37:77,0.6833333333333333,0.5333333333333333,0.8|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:07.852Z,capture,17:37:77,0.6833333333333333,0.5333333333333333,0.8|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:08.586Z,capture,17:37:77,0.6833333333333333,0.5333333333333333,0.8|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:09.312Z,capture,17:37:77,0.6833333333333333,0.5333333333333333,0.8|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:10.036Z,capture,17:37:77,0.6833333333333333,0.5333333333333333,0.8|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:10.786Z,capture,67:37:77,0.6666666666666667,0.5333333333333333,0.8|0.5333333333333333|0.8|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:11.506Z,capture,81:17:77,0.6666666666666666,0.5333333333333333,0.8|0.6666666666666666|0.8666666666666667|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:12.231Z,capture,87:37:77,0.6833333333333333,0.5333333333333333,0.8666666666666667|0.6|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:12.956Z,capture,07:37:77,0.6833333333333333,0.5333333333333333,0.8|0.7333333333333333|0.6666666666666666|0.8|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:13.671Z,capture,17:37:77,0.7,0.5333333333333333,0.8|0.6|0.8666666666666667|0.8666666666666667|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:14.390Z,capture,07:37:77,0.7,0.5333333333333333,0.8|0.7333333333333333|0.6666666666666666|0.9333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:15.125Z,capture,77:37:77,0.6666666666666666,0.5333333333333333,0.7333333333333333|0.7333333333333333|0.6666666666666666|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:15.867Z,capture,17:77:77,0.6583333333333332,0.5333333333333333,0.6666666666666666|0.7333333333333333|0.6666666666666666|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:16.595Z,capture,17:37:77,0.6583333333333332,0.5333333333333333,0.6|0.6|0.8666666666666667|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:17.330Z,capture,04:17:77,0.6416666666666666,0.4666666666666667,0.6666666666666666|0.4666666666666667|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:18.072Z,capture,17:27:77,0.6499999999999999,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:18.806Z,capture,77:37:77,0.625,0.5333333333333333,0.5333333333333333|0.5333333333333333|0.8|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:19.536Z,capture,77:47:77,0.6333333333333333,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:20.267Z,capture,77:47:77,0.6083333333333333,0.5333333333333333,0.6|0.5333333333333333|0.7333333333333333|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:20.996Z,capture,77:17:77,0.6083333333333333,0.5333333333333333,0.6|0.5333333333333333|0.7333333333333333|0.5333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:21.732Z,capture,17:27:77,0.6499999999999999,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:22.465Z,capture,07:17:77,0.6499999999999999,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:23.206Z,capture,07:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:23.928Z,capture,07:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:24.658Z,capture,07:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:25.389Z,capture,07:17:77,0.6499999999999999,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:26.114Z,capture,07:17:77,0.6499999999999999,0.5333333333333333,0.6666666666666666|0.6|0.8|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:26.849Z,capture,07:17:77,0.6583333333333332,0.5333333333333333,0.6666666666666666|0.6|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:27.575Z,capture,07:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:28.311Z,capture,07:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.6|0.7333333333333333|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:29.050Z,capture,07:17:77,0.6583333333333332,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.9333333333333333|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:29.781Z,capture,17:17:77,0.6499999999999999,0.5333333333333333,0.6666666666666666|0.6|0.8666666666666667|0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:30.513Z,capture,07:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:31.249Z,capture,07:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:31.990Z,capture,14:17:77,0.6416666666666666,0.4666666666666667,0.6666666666666666|0.4666666666666667|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,center,,
2025-09-28T19:09:32.705Z,capture,07:17:77,0.6499999999999999,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8666666666666667|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:33.424Z,capture,07:17:77,0.6333333333333333,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.7333333333333333|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:34.148Z,capture,17:17:77,0.6416666666666666,0.5333333333333333,0.6666666666666666|0.5333333333333333|0.8|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:34.880Z,capture,77:37:77,0.6583333333333332,0.5333333333333333,0.7333333333333333|0.7333333333333333|0.6666666666666666|0.6666666666666666|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
2025-09-28T19:09:35.613Z,capture,77:37:77,0.6666666666666666,0.5333333333333333,0.7333333333333333|0.7333333333333333|0.6666666666666666|0.7333333333333333|0.5333333333333333|0.8666666666666667|0.5333333333333333|0.5333333333333333,full,,
